ticket_id,ai_suggested_reason,ai_theme,ai_confidence,ai_evidence_quote,ai_model,ai_run_id
TK-244018,RETURN-QC-OK,return_qc,n/a (rules),tiated to source. issue: reverse pickup pending. re-raised picku,rules-baseline-v2,rules:note
TK-244024,RETURN-QC-OK,return_qc,n/a (rules),arn shared with cx. issue: refund d,rules-baseline-v2,rules:note
TK-244026,CANCEL,customer_cancellation,n/a (rules),processed (3499). issue: order cancellation. cancelled before dispat,rules-baseline-v2,rules:note
TK-244029,RETURN-QC-OK,return_qc,n/a (rules),cx states rfnd delay. chk rfnd status on PG.,rules-baseline-v2,rules:note
TK-244031,RETURN-QC-OK,return_qc,n/a (rules),e reund pending. Checked reverse pickup QC status. Refund of Rs,rules-baseline-v2,rules:note
TK-244034,RETURN-QC-OK,return_qc,n/a (rules),Contact re wrong item delivered. Verified ord,rules-baseline-v2,rules:note
TK-244040,DOA-REPL,transit_damage,n/a (rules),"a shared with cx. issue: damaged in transit. photos received, damage",rules-baseline-v2,rules:note
TK-244042,RETURN-QC-OK,return_qc,n/a (rules),1. Reverse pkp pending 2. Re-raised pkp,rules-baseline-v2,rules:note
TK-244054,LOST-TRANSIT,transit_lost,n/a (rules),Reported: ord not delivered. conf address w/ cx. Ref,rules-baseline-v2,rules:note
TK-244074,DUP-PAYMENT,payment_failure,n/a (rules),Ticket raised for duplicate payment. conf UTRs. rfnd of Rs 3,rules-baseline-v2,rules:note
TK-244078,RETURN-QC-OK,return_qc,n/a (rules),ays rnd pending. Checked reverse pkp QC status. rfnd approved,rules-baseline-v2,rules:note
TK-244084,RETURN-QC-OK,return_qc,n/a (rules),1. reverse pkp pending 2. re-raised pkp,rules-baseline-v2,rules:note
TK-244086,DUP-PAYMENT,payment_failure,n/a (rules),cx reached out - amount deducted without ord. chk PG dashboard for tx,rules-baseline-v2,rules:note
TK-244095,GW-OTHER,service_recovery,high,"Permissions fixed, rslvd. -- Credited full amount, new unit also going out tomorrow",claude-opus-5,tier2
TK-244097,RETURN-QC-OK,return_qc,n/a (rules),Cx reported pkp not done. Re-raised pkp w/ courie,rules-baseline-v2,rules:note
TK-244111,CANCEL,customer_cancellation,n/a (rules),Refunded Rs 6499. Issue: cancellation request. chk shipment status.,rules-baseline-v2,rules:note
TK-244116,RETURN-QC-OK,return_qc,n/a (rules),Cust contacted re refund pending. Checked reverse pickup,rules-baseline-v2,rules:note
TK-244125,DUP-PAYMENT,payment_failure,n/a (rules),Reported: failed ord after payment. conf w/ payment gateway,rules-baseline-v2,rules:note
TK-244134,DUP-PAYMENT,payment_failure,n/a (rules),refunded rs 6499. issue: amount deducted without order. asked for utr.,rules-baseline-v2,rules:note
TK-244146,RETURN-QC-OK,return_qc,n/a (rules),Contact re pickup missed. Checked pickup AWB. Ref,rules-baseline-v2,rules:note
TK-244151,RETURN-QC-OK,return_qc,n/a (rules),"eks ago, order VR909432. still waiting for my refund. I already checked bank.",rules-baseline-v2,rules:message
TK-244152,RETURN-QC-OK,return_qc,n/a (rules),helo refund was promised 17 days ago and nothing,rules-baseline-v2,rules:message
TK-244153,DUP-PAYMENT,payment_failure,medium,"paid on 06-08-2025, still waiting for something to show up",claude-opus-5,tier2
TK-244162,RETURN-QC-OK,return_qc,n/a (rules),ty claim status. Checked QC report.,rules-baseline-v2,rules:note
TK-244164,DUP-PAYMENT,payment_failure,n/a (rules),1. Failed order after payment 2. Asekd for UTR 3. rfnd,rules-baseline-v2,rules:note
TK-244165,CANCEL,customer_cancellation,n/a (rules),Cust contacted re cancel order. Checked shipment stat,rules-baseline-v2,rules:note
TK-244167,RETURN-QC-OK,return_qc,n/a (rules),ranty claim status | chk qc report -> refunded rs 5999,rules-baseline-v2,rules:note
TK-244172,WTY-BUYBACK,connectivity_firmware,medium,BT dropouts / Checked FW 1.6.10,claude-opus-5,tier2
TK-244176,RETURN-QC-OK,return_qc,n/a (rules),processed (1080). issue: incorrect product shipped. verified order vs deliv,rules-baseline-v2,rules:note
TK-244185,RETURN-QC-OK,return_qc,n/a (rules),Customer reached out - rfnd delay. Checked rfnd status on,rules-baseline-v2,rules:note
TK-244187,RETURN-QC-OK,return_qc,n/a (rules),Contact re rfnd delay. chk rfnd status on PG.,rules-baseline-v2,rules:note
TK-244190,DOA-REPL,transit_damage,n/a (rules),"pickup arranged. Issue: transit damage. Photos rcvd, damage con",rules-baseline-v2,rules:note
TK-244194,RETURN-QC-OK,return_qc,n/a (rules),chased: August 06 Issue: where is the money for the return Tried: emailed twice Exp,rules-baseline-v2,rules:message
TK-244209,CANCEL,customer_cancellation,n/a (rules),tiated to source. Issue: cancellation request. chk shipment status.,rules-baseline-v2,rules:note
TK-244210,DUP-PAYMENT,payment_failure,n/a (rules),"Contact re payment debited, no ord. Asked for UTR. Refunded",rules-baseline-v2,rules:note
TK-244212,CANCEL,customer_cancellation,n/a (rules),ord cancellation | cancelled before dispa,rules-baseline-v2,rules:note
TK-244216,DUP-PAYMENT,payment_failure,n/a (rules),1. failed order after payment 2. chk pg dashboard for,rules-baseline-v2,rules:note
TK-244218,LOST-TRANSIT,transit_lost,n/a (rules),1. Order not delivered 2. Raised ticket with co,rules-baseline-v2,rules:note
TK-244220,RETURN-QC-OK,return_qc,n/a (rules),ticket raised for rfnd pending. checked rfnd status on,rules-baseline-v2,rules:note
TK-244224,RETURN-QC-OK,return_qc,n/a (rules),1. Refund not credited 2. Checked reverse pkp Q,rules-baseline-v2,rules:note
TK-244228,WTY-BUYBACK,hardware_fault,n/a (rules),repair status follow-up | checked rma,rules-baseline-v2,rules:note
TK-244231,CANCEL,customer_cancellation,n/a (rules),contact re cancel order. checked shipment stat,rules-baseline-v2,rules:note
TK-244241,PRICE-ADJ,pricing_coupon,n/a (rules),cx recahed out - coupon not applied. chk coupon,rules-baseline-v2,rules:note
TK-244243,WTY-BUYBACK,hardware_fault,n/a (rules),1. Repair status follow-up 2. Checked RMA,rules-baseline-v2,rules:note
TK-244273,LOST-TRANSIT,transit_lost,n/a (rules),nt not received. checked awb with courier. -- issued refund + repl,rules-baseline-v2,rules:note
TK-244276,DUP-PAYMENT,payment_failure,n/a (rules),1. duplicate payment 2. checked pg for duplic,rules-baseline-v2,rules:note
TK-244281,WTY-BUYBACK,hardware_fault,medium,Microphone is vry low on the Arc neckband,claude-opus-5,tier2
TK-244293,RETURN-QC-OK,return_qc,n/a (rules),refunded rs 2499. issue: refund pending. checked reverse pickup,rules-baseline-v2,rules:note
TK-244294,RETURN-QC-OK,return_qc,n/a (rules),1. Refund delay 2. Checked refund status,rules-baseline-v2,rules:note
TK-244296,RETURN-QC-OK,return_qc,n/a (rules),ht my Pulse 2 on 21/08.  Refund not received yet. I checked bank. Ple,rules-baseline-v2,rules:message
TK-244300,RETURN-QC-OK,return_qc,n/a (rules),Customer states refund pending. chk refund status on PG,rules-baseline-v2,rules:note
TK-244310,DUP-PAYMENT,payment_failure,n/a (rules),xa. my bank says rs 2499 went to you but your site says i have no orders. waiting for your,rules-baseline-v2,rules:message
TK-244317,CANCEL,customer_cancellation,n/a (rules),"helo please cancel, ordered by mistake",rules-baseline-v2,rules:message
TK-244323,DUP-PAYMENT,payment_failure,n/a (rules),1. charged twice 2. confirmed utrs 3. ref,rules-baseline-v2,rules:note
TK-244330,RETURN-QC-OK,return_qc,n/a (rules),1. refund not credited 2. checked refund status,rules-baseline-v2,rules:note
TK-244333,RETURN-QC-OK,return_qc,n/a (rules),1. Refund delay 2. chk reverse pickup QC,rules-baseline-v2,rules:note
TK-244345,RETURN-QC-OK,return_qc,n/a (rules),1. Refund pending 2. chk refund status on,rules-baseline-v2,rules:note
TK-244347,RETURN-QC-OK,return_qc,n/a (rules),ed: August 24 Issue: you picked up the item 4 days ago and my money,rules-baseline-v2,rules:message
TK-244349,LOST-TRANSIT,transit_lost,n/a (rules),5-7 working days. issue: shipment not rcvd. raised ticket with crr,rules-baseline-v2,rules:note
TK-244354,DUP-PAYMENT,payment_failure,n/a (rules),"1. payment debited, no ord 2. asked for utr 3. refu",rules-baseline-v2,rules:note
TK-244355,WTY-BUYBACK,hardware_fault,n/a (rules),ssed (1799). issue: case no led / no charge. confirmed c,rules-baseline-v2,rules:note
TK-244356,DOA-REPL,transit_damage,n/a (rules),"5-7 working days. Issue: damaged in transit. Photos received, damage",rules-baseline-v2,rules:note
TK-244364,RETURN-QC-OK,return_qc,n/a (rules),1. pkp missed 2. Re-raised pkp with co,rules-baseline-v2,rules:note
TK-244366,RETURN-QC-OK,return_qc,n/a (rules),Cx reported refund pending. chk reverse pickup QC s,rules-baseline-v2,rules:note
TK-244373,RETURN-QC-OK,return_qc,n/a (rules),1. pkp not done 2. chk pkp awb 3. rfnd p,rules-baseline-v2,rules:note
TK-244379,WTY-BUYBACK,hardware_fault,n/a (rules),hi touch screen not responding the fit b,rules-baseline-v2,rules:message
TK-244383,RETURN-QC-OK,return_qc,n/a (rules),1. rfnd delay 2. chk rfnd status on PG,rules-baseline-v2,rules:note
TK-244386,DUP-PAYMENT,payment_failure,n/a (rules),1. amount deducted without ord 2. confirmed with paymen,rules-baseline-v2,rules:note
TK-244392,GW-OTHER,service_recovery,n/a (rules),d replacement dispatched as goodwill. ~Tenzin,rules-baseline-v2,rules:note
TK-244396,RETURN-QC-OK,return_qc,n/a (rules),1. Pickup not done 2. Re-raised pickup with,rules-baseline-v2,rules:note
TK-244422,DUP-PAYMENT,payment_failure,n/a (rules),1. duplicate payment 2. conf utrs 3. rfnd pro,rules-baseline-v2,rules:note
TK-244423,CANCEL,customer_cancellation,n/a (rules),5-7 working days. issue: cancel ord. chk shipment status. //,rules-baseline-v2,rules:note
TK-244425,DUP-PAYMENT,payment_failure,n/a (rules),"Contact re payment debited, no ord. chk PG dashboard for tx",rules-baseline-v2,rules:note
TK-244430,CANCEL,customer_cancellation,n/a (rules),re: order cancellation | checked shipmet status,rules-baseline-v2,rules:note
TK-244433,CANCEL,customer_cancellation,n/a (rules),Cx says cancel ord. Cancelled before dispat,rules-baseline-v2,rules:note
TK-244436,CANCEL,customer_cancellation,n/a (rules),5-7 working days. Issue: cancel ord. chk shipment status.,rules-baseline-v2,rules:note
TK-244445,RETURN-QC-OK,return_qc,n/a (rules),1. Refund not credited 2. Checked reverse picku,rules-baseline-v2,rules:note
TK-244456,DOA-REPL,transit_damage,n/a (rules),"Contact re unit received damaged. Photos received, damage",rules-baseline-v2,rules:note
TK-244458,DOA-REPL,transit_damage,n/a (rules),hii screen has a crack before i even switched i,rules-baseline-v2,rules:message
TK-244481,DOA-REPL,transit_damage,n/a (rules),"unit received damaged | photos received, damag",rules-baseline-v2,rules:note
TK-244482,RETURN-QC-OK,return_qc,n/a (rules),Ticket raised for pickup missed. Checked pickup AWB. Pic,rules-baseline-v2,rules:note
TK-244484,DOA-REPL,transit_damage,n/a (rules),"processed (2499). issue: unit rcvd damaged. photos rcvd, damage con",rules-baseline-v2,rules:note
TK-244490,DUP-PAYMENT,payment_failure,n/a (rules),"Ticket raised for payment debited, no order. conf wiith payment ga",rules-baseline-v2,rules:note
TK-244492,RETURN-QC-OK,return_qc,n/a (rules),ticket raised for rfnd not credited. chk reverse pkp qc stat,rules-baseline-v2,rules:note
TK-244495,CANCEL,customer_cancellation,n/a (rules),1. Cancel order 2. Checked shipment st,rules-baseline-v2,rules:note
TK-244497,DUP-PAYMENT,payment_failure,n/a (rules),"4) placed on 01-09-2025. UPI shows success, your app shows nothing.",rules-baseline-v2,rules:message
TK-244498,DOA-REPL,transit_damage,n/a (rules),1. Unit received damaged 2. Checked w/ courier fo,rules-baseline-v2,rules:note
TK-244500,DOA-REPL,transit_damage,n/a (rules),"1. Transit damage 2. Photos rcvd, damage c",rules-baseline-v2,rules:note
TK-244510,DUP-PAYMENT,payment_failure,n/a (rules),"cx states payment debited, no ord. asked for utr. transfer",rules-baseline-v2,rules:note
TK-244515,WTY-BUYBACK,hardware_fault,n/a (rules),25. the charging case is not charging. i have charged for 6 ho,rules-baseline-v2,rules:message
TK-244528,DUP-PAYMENT,payment_failure,n/a (rules),Contact re duplicate payment. Checked PG for duplicat,rules-baseline-v2,rules:note
TK-244544,RETURN-QC-OK,return_qc,n/a (rules),cx: pickup not done | chk pickup awb -> rfnd,rules-baseline-v2,rules:note
TK-244550,RETURN-QC-OK,return_qc,n/a (rules),rfnd reprocessed. issue: rfnd pending. ch,rules-baseline-v2,rules:note
TK-244553,CANCEL,customer_cancellation,n/a (rules),processed (2499). issue: cancellation request. cancelled before dispat,rules-baseline-v2,rules:note
TK-244556,RETURN-QC-OK,return_qc,n/a (rules),processed (2799). issue: pickup missed. re-raised pickup with c,rules-baseline-v2,rules:note
TK-244561,DUP-PAYMENT,payment_failure,n/a (rules),aftter payment. conf w/ payment gateway. Refunded Rs 2499. Cx sa,rules-baseline-v2,rules:note
TK-244563,CANCEL,customer_cancellation,n/a (rules),Refunded Rs 3250. Issue: cancellation request. chk shipment status. //,rules-baseline-v2,rules:note
TK-244570,GW-OTHER,service_recovery,medium,"advised port cleaning, resolved. refund processed to source; replacement unit also shipped",claude-opus-5,tier2
TK-244573,GW-OTHER,service_recovery,n/a (rules),efund & rplc given as cx threatened social media. //KOM,rules-baseline-v2,rules:note
TK-244575,RETURN-QC-OK,return_qc,n/a (rules),1. Refund delay 2. Checked refund status,rules-baseline-v2,rules:note
TK-244578,LOST-TRANSIT,transit_lost,n/a (rules),cx: order not delivered | raised ticket with cou,rules-baseline-v2,rules:note
TK-244583,CANCEL,customer_cancellation,n/a (rules),cx: cancel order | cancelled before dis,rules-baseline-v2,rules:note
TK-244599,DUP-PAYMENT,payment_failure,n/a (rules),1. amount deducted without order 2. asked for utr 3. fu,rules-baseline-v2,rules:note
TK-244606,DOA-REPL,transit_damage,n/a (rules),processed (6499). Issue: transit damage. Checked with courier fo,rules-baseline-v2,rules:note
TK-244608,DUP-PAYMENT,payment_failure,n/a (rules),"re: payment debited, no ord | asked for utr -> rfnd",rules-baseline-v2,rules:note
TK-244610,PRICE-ADJ,pricing_coupon,n/a (rules),prommo code invalid. chk cart eligibility. Full rfnd process,rules-baseline-v2,rules:note
TK-244611,CANCEL,customer_cancellation,n/a (rules),issue: cancellation request | cancelled before dispa,rules-baseline-v2,rules:note
TK-244615,CANCEL,customer_cancellation,n/a (rules),cancel order VR895152 VR895152 plea,rules-baseline-v2,rules:message
TK-244622,WTY-BUYBACK,connectivity_firmware,n/a (rules),Customer states connection dropping. Checked interferenc,rules-baseline-v2,rules:note
TK-244624,PRICE-ADJ,pricing_coupon,n/a (rules),1. coupon not applied 2. checked c,rules-baseline-v2,rules:note
TK-244629,LOST-TRANSIT,transit_lost,n/a (rules),cust contacted re ord not delivered. raised ticket w/ crr pa,rules-baseline-v2,rules:note
TK-244635,CANCEL,customer_cancellation,n/a (rules),cancel ord | cancelled before dispa,rules-baseline-v2,rules:note
TK-244639,RETURN-QC-OK,return_qc,n/a (rules),"t month, oredr vr900260. still waiting for my refund. i emailed twice. pathet",rules-baseline-v2,rules:message
TK-244642,RETURN-QC-OK,return_qc,n/a (rules),"ked refund status on PG. Rfeund approved, Rs 2124, 5-7 w",rules-baseline-v2,rules:note
TK-244644,RETURN-QC-OK,return_qc,n/a (rules),Contact re incorrect product shipped. Raised with warehouse.,rules-baseline-v2,rules:note
TK-244645,RETURN-QC-OK,return_qc,n/a (rules),Customer reached out - incorrect product shipped. Verified order vs deliv,rules-baseline-v2,rules:note
TK-244674,PRICE-ADJ,pricing_coupon,n/a (rules),1. promo code invalid 2. checked cart,rules-baseline-v2,rules:note
TK-244677,WTY-BUYBACK,connectivity_firmware,n/a (rules),cx: pairing failure | asked cx to reset t,rules-baseline-v2,rules:note
TK-244687,LOST-TRANSIT,transit_lost,n/a (rules),Refunded Rs 3499. Issue: delivery delayed. Checked AWB w/ courier.,rules-baseline-v2,rules:note
TK-244700,RETURN-QC-OK,return_qc,n/a (rules),refunded rs 3499. issue: pkp not done. re-raised pkp w/ crr.,rules-baseline-v2,rules:note
TK-244708,DUP-PAYMENT,payment_failure,n/a (rules),"Ticket raised for payment debited, no ord. chk PG dashboard for tx",rules-baseline-v2,rules:note
TK-244710,RETURN-QC-OK,return_qc,n/a (rules),tiated to source. Issue: pickup not done. Checked pickup AWB. | R,rules-baseline-v2,rules:note
TK-244715,DUP-PAYMENT,payment_failure,n/a (rules),Ticket raised for charged twice. chk PG for duplicate tx,rules-baseline-v2,rules:note
TK-244725,CANCEL,customer_cancellation,n/a (rules),helo cancel order vr882311,rules-baseline-v2,rules:message
TK-244726,CANCEL,customer_cancellation,n/a (rules),processed (342). issue: cancellation request. checked shipment status,rules-baseline-v2,rules:note
TK-244727,CANCEL,customer_cancellation,n/a (rules),Ticket raised for ord cancellation. Cancelled before dispat,rules-baseline-v2,rules:note
TK-244733,DUP-PAYMENT,payment_failure,n/a (rules),1. Duplicate payment 2. Confirmed UTs 3. rfnd,rules-baseline-v2,rules:note
TK-244743,RETURN-QC-OK,return_qc,n/a (rules),Customer reached out - wrong item delivered. Raised w/ war,rules-baseline-v2,rules:note
TK-244746,DUP-PAYMENT,payment_failure,n/a (rules),1. Failed order after payment 2. Asked for UTR 3. Orde,rules-baseline-v2,rules:note
TK-244754,RETURN-QC-OK,return_qc,n/a (rules),"Replacement approved, reverse pickup arranged. Issue: wrong i",rules-baseline-v2,rules:note
TK-244756,PRICE-ADJ,pricing_coupon,n/a (rules),1. coupon not applied 2. checked c,rules-baseline-v2,rules:note
TK-244757,DUP-PAYMENT,payment_failure,n/a (rules),"manually created. issue: payment debited, no order. confirmed with paymen",rules-baseline-v2,rules:note
